state,city,population_2015
New York,Ogdensburg,10895
New York,Lloyd,10863
New York,Fredonia,10792
New York,Massena,10723
New York,Canandaigua,10488
New York,Middle Island,10483
New York,West Haverstraw,10417
New York,Kirkland,10315
New York,Lancaster,10294
New York,Watervliet,10233
New York,Fairmount,10224
New York,Sleepy Hollow,10208
New York,Bohemia,10180
New York,Ontario,10136
New York,Great Neck,10118
New York,Fort Salonga,10008
New York,East Rockaway,9896
New York,New Hyde Park,9799
New York,Inwood,9792
New York,Ballston,9776
New York,Philipstown,9662
New York,Potsdam,9617
New York,Hamburg,9565
New York,Rye Brook,9553
New York,Amityville,9522
New York,North Gates,9512
New York,Rensselaer,9471
New York,Hastings,9450
New York,Walworth,9449
New York,South Huntington,9422
New York,Crawford,9316
New York,Stony Brook University,9216
New York,Scotchtown,9212
New York,Mendon,9152
New York,Lenox,9122
New York,Valley Cottage,9107
New York,Hamlin,9045
New York,Esopus,9041
New York,Marcy,8982
New York,North Elba,8957
New York,New Windsor,8922
New York,Woodbury,8907
New York,Newark,8902
New York,Bayport,8896
New York,Airmont,8878
New York,Barton,8858
New York,Plainedge,8817
New York,Marlborough,8808
New York,Ellicott,8714
New York,Dover,8699
New York,New Scotland,8648
New York,Port Jervis,8638
New York,Farmingdale,8619
New York,Newstead,8594
New York,Malverne,8570
New York,Monroe,8562
New York,Sand Lake,8530
New York,Cortlandville,8509
New York,Schroeppel,8501
New York,Concord,8494
New York,Glens Falls North,8443
New York,Hornell,8404
New York,Johnstown,8389
New York,Delmar,8384
New York,Niagara,8378
New York,Brockport,8377
New York,Mahopac,8369
New York,Congers,8363
New York,South Lockport,8324
New York,Lake Carmel,8282
New York,Croton-on-Hudson,8235
New York,Chestnut Ridge,8140
New York,Geneseo,8114
New York,Baldwin Harbor,8102
New York,Manhasset,8080
New York,Erwin,8037
New York,Boston,8023
New York,Briarcliff Manor,7991
New York,Hastings-on-Hudson,7975
New York,Oakdale,7974
New York,Colonie,7913
New York,Deerpark,7901
New York,Ilion,7890
New York,Port Jefferson Station,7838
New York,Port Jefferson,7835
New York,Garden City Park,7806
New York,Scotia,7803
New York,Greenfield,7775
New York,Wading River,7719
New York,New Square,7691
New York,Baldwinsville,7681
New York,Royalton,7660
New York,Sound Beach,7612
New York,Herkimer,7592
New York,Center Moriches,7580
New York,Hillcrest,7558
New York,Northport,7411
New York,Busti,7351
New York,Baywood,7350
New York,Williston Park,7327
New York,Westmere,7284
New York,Wawayanda,7266
New York,North Patchogue,7246
New York,Southport,7238
New York,Hudson Falls,7225
New York,Pleasantville,7154
New York,Hanover,7127
New York,East Hills,7093
New York,Pompey,7080
New York,West Glens Falls,7071
New York,Pelham,7025
New York,Mount Hope,7018
New York,Norwich,7009
New York,Milo,7006
New York,Nyack,7002
New York,Williamson,6984
New York,Orange Lake,6982
New York,New Paltz,6966
New York,Hoosick,6924
New York,Great Neck Plaza,6918
New York,North Syracuse,6882
New York,Mount Ivy,6878
New York,Viola,6868
New York,Mechanicstown,6858
New York,Walden,6855
New York,Scriba,6840
New York,Granby,6821
New York,Hewlett,6819
New York,Carmel Hamlet,6817
New York,Myers Corner,6790
New York,Warwick,6785
New York,Ridgeway,6780
New York,Porter,6771
New York,West Point,6763
New York,Bayville,6748
New York,Clarkson,6736
New York,Oyster Bay,6707
New York,Manorhaven,6700
New York,East Rochester,6699
New York,Horseheads,6678
New York,Seneca Falls,6677
New York,Fenton,6674
New York,South Hill,6673
New York,Cedarhurst,6672
New York,East Shoreham,6666
New York,Monticello,6651
New York,Tuckahoe,6623
New York,East Glenville,6616
New York,Tappan,6613
New York,Canton,6601
New York,Collins,6601
New York,Springs,6592
New York,Irvington,6581
New York,Roslyn Heights,6577
New York,Hudson,6576
New York,Lawrence,6553
New York,Calverton,6510
New York,Lee,6486
New York,East Farmingdale,6484
New York,Solvay,6455
New York,Mattydale,6446
New York,Wilna,6427
New York,Bronxville,6418
New York,Pendleton,6397
New York,Verona,6293
New York,East Aurora,6264
New York,East Garden City,6208
New York,Binghamton University,6177
New York,Westmoreland,6138
New York,Larchmont,6111
New York,Rosendale,6075
New York,University at Buffalo,6066
New York,Claverack,6021
New York,Lake Mohegan,6010
New York,Albion,6007
North Carolina,Charlotte,809958
North Carolina,Raleigh,439896
North Carolina,Greensboro,282586
North Carolina,Durham,251893
North Carolina,Winston-Salem,239269
North Carolina,Fayetteville,203948
North Carolina,Cary,155227
North Carolina,Wilmington,113657
North Carolina,High Point,108629
North Carolina,Greenville,89852
North Carolina,Asheville,87882
North Carolina,Concord,85560
North Carolina,Gastonia,73698
North Carolina,Jacksonville,69047
North Carolina,Chapel Hill,59376
North Carolina,Rocky Mount,56325
North Carolina,Burlington,51812
North Carolina,Huntersville,51567
North Carolina,Wilson,49395
North Carolina,Kannapolis,45245
North Carolina,Apex,43907
North Carolina,Hickory,40143
North Carolina,Wake Forest,36693
North Carolina,Indian Trail,36360
North Carolina,Goldsboro,35947
North Carolina,Mooresville,35300
North Carolina,Monroe,34331
North Carolina,Salisbury,33710
North Carolina,New Bern,30291
North Carolina,Holly Springs,30157
North Carolina,Matthews,30008
North Carolina,Fort Bragg,29731
North Carolina,Sanford,29116
North Carolina,Garner,27814
North Carolina,Cornelius,27481
North Carolina,Thomasville,27002
North Carolina,Asheboro,25886
North Carolina,Statesville,25722
North Carolina,Mint Hill,25076
North Carolina,Kernersville,23739
North Carolina,Morrisville,22772
North Carolina,Fuquay-Varina,22644
North Carolina,Lumberton,21716
North Carolina,Kinston,21392
North Carolina,Carrboro,20984
North Carolina,Havelock,20706
North Carolina,Shelby,20276
North Carolina,Clemmons,19522
North Carolina,Lexington,19257
North Carolina,Clayton,18445
North Carolina,Boone,18130
North Carolina,Elizabeth City,18047
North Carolina,Lenoir,17920
North Carolina,Leland,17015
North Carolina,Morganton,16690
North Carolina,Hope Mills,16301
North Carolina,Albemarle,15976
North Carolina,Laurinburg,15593
North Carolina,Roanoke Rapids,15495
North Carolina,Pinehurst,15434
North Carolina,Eden,15407
North Carolina,Henderson,15265
North Carolina,Stallings,14968
North Carolina,Graham,14479
North Carolina,Murraysville,14215
North Carolina,Harrisburg,14132
North Carolina,Reidsville,14073
North Carolina,Mount Holly,14016
North Carolina,Masonboro,13958
North Carolina,Knightdale,13871
North Carolina,Hendersonville,13650
North Carolina,Spring Lake,13370
North Carolina,Lewisville,13342
North Carolina,Piney Green,13293
North Carolina,Mebane,13277
North Carolina,Southern Pines,13235
North Carolina,Newton,13005
North Carolina,Waxhaw,12750
North Carolina,Davidson,11981
North Carolina,Smithfield,11735
North Carolina,Archdale,11539
North Carolina,Tarboro,11310
North Carolina,Summerfield,10753
North Carolina,Lincolnton,10732
North Carolina,Kings Mountain,10644
North Carolina,Belmont,10456
North Carolina,Mount Airy,10383
North Carolina,Weddington,10322
North Carolina,Washington,9789
North Carolina,Waynesville,9761
North Carolina,Dunn,9710
North Carolina,Elon,9630
North Carolina,Winterville,9511
North Carolina,Rockingham,9276
North Carolina,Morehead City,9258
North Carolina,Myrtle Grove,8875
North Carolina,Clinton,8787
North Carolina,St. Stephens,8759
North Carolina,Oxford,8713
North Carolina,Half Moon,8352
North Carolina,Roxboro,8304
North Carolina,Siler City,8273
North Carolina,Pineville,8236
North Carolina,Conover,8215
North Carolina,Wesley Chapel,8192
North Carolina,Black Mountain,8145
North Carolina,Kings Grant,8113
North Carolina,Marion,7885
North Carolina,Butner,7718
North Carolina,Brevard,7692
North Carolina,Fletcher,7487
North Carolina,Elon College,7419
North Carolina,Lake Norman of Catawba,7411
North Carolina,Oak Island,7345
North Carolina,Forest City,7324
North Carolina,Aberdeen,7131
North Carolina,Mills River,7085
North Carolina,Etowah,6944
North Carolina,Kill Devil Hills,6931
North Carolina,King,6887
North Carolina,Ogden,6766
North Carolina,Gibsonville,6697
North Carolina,Trinity,6662
North Carolina,Oak Ridge,6604
North Carolina,Hamlet,6513
North Carolina,Unionville,6442
North Carolina,Hillsborough,6388
North Carolina,Woodfin,6283
North Carolina,Selma,6257
North Carolina,Cullowhee,6228
North Carolina,Porters Neck,6204
North Carolina,Wendell,6182
North Carolina,Marvin,6060
North Carolina,Carolina Beach,6042
North Dakota,Fargo,115863
North Dakota,Bismarck,68896
North Dakota,Grand Forks,56057
North Dakota,Minot,47997
North Dakota,West Fargo,31771
North Dakota,Williston,24562
North Dakota,Dickinson,22322
North Dakota,Mandan,20820
North Dakota,Jamestown,15446
North Dakota,Wahpeton,7903
North Dakota,Devils Lake,7288
North Dakota,Valley City,6676
Ohio,Columbus,835957
Ohio,Cleveland,389521
Ohio,Cincinnati,298165
Ohio,Toledo,281031
Ohio,Akron,197859
Ohio,Dayton,141003
Ohio,Parma,80015
Ohio,Canton,72297
Ohio,Youngstown,65062
Ohio,Lorain,63776
Ohio,Hamilton,62486
Ohio,Springfield,59956
Ohio,Kettering,55705
Ohio,Elyria,53972
Ohio,Lakewood,50926
Ohio,Cuyahoga Falls,49210
Ohio,Middletown,48791
Ohio,Euclid,47893
Ohio,Newark,47839
Ohio,Mentor,46870
Ohio,Mansfield,46824
Ohio,Beavercreek,45934
Ohio,Cleveland Heights,45181
Ohio,Strongsville,44654
Ohio,Dublin,44214
Ohio,Fairfield,42770
Ohio,Findlay,41098
Ohio,Warren,40633
Ohio,Lancaster,39595
Ohio,Grove City,38519
Ohio,Lima,38265
Ohio,Huber Heights,38162
Ohio,Westerville,37667
Ohio,Delaware,37372
Ohio,Reynoldsburg,36711
Ohio,Marion,36620
Ohio,Boardman,35376
Ohio,Stow,34773
Ohio,Upper Arlington,34609
Ohio,Brunswick,34604
Ohio,Gahanna,34257
Ohio,Fairborn,33329
Ohio,Hilliard,32465
Ohio,Westlake,32424
Ohio,Massillon,32274
Ohio,North Olmsted,32130
Ohio,North Ridgeville,31871
Ohio,Mason,31613
Ohio,Bowling Green,31591
Ohio,North Royalton,30327
Ohio,Austintown,29677
Ohio,Kent,29639
Ohio,Garfield Heights,28229
Ohio,Shaker Heights,27790
Ohio,Wooster,26540
Ohio,Medina,26523
Ohio,Barberton,26302
Ohio,Green,25917
Ohio,Xenia,25911
Ohio,Troy,25564
Ohio,Zanesville,25372
Ohio,Sandusky,25346
Ohio,Riverside,25040
Ohio,Trotwood,24171
Ohio,Athens,24024
Ohio,Centerville,23915
Ohio,Avon Lake,23204
Ohio,Solon,23075
Ohio,Maple Heights,22735
Ohio,Marysville,22708
Ohio,Willoughby,22453
Ohio,Hudson,22448
Ohio,Avon,22302
Ohio,Alliance,22078
Ohio,Wadsworth,21893
Ohio,South Euclid,21869
Ohio,Oxford,21782
Ohio,Chillicothe,21738
Ohio,Perrysburg,21368
Ohio,Sidney,20905
Ohio,Piqua,20759
Ohio,Lebanon,20434
Ohio,Rocky River,20433
Ohio,Parma Heights,20330
Ohio,Portsmouth,20326
Ohio,Ashland,20218
Ohio,Oregon,20196
Ohio,Miamisburg,20092
Ohio,Painesville,19840
Ohio,Pickerington,19408
Ohio,Norwood,19405
Ohio,Broadview Heights,19254
Ohio,White Oak,19167
Ohio,Berea,18986
Ohio,Sylvania,18965
Ohio,Brook Park,18886
Ohio,Mayfield Heights,18849
Ohio,Twinsburg,18837
Ohio,Niles,18778
Ohio,Forest Park,18723
Ohio,Whitehall,18558
Ohio,Ashtabula,18508
Ohio,Eastlake,18321
Ohio,Steubenville,18303
Ohio,Springboro,18017
Ohio,Tiffin,17739
Ohio,Tallmadge,17527
Ohio,North Canton,17490
Ohio,New Philadelphia,17438
Ohio,East Cleveland,17432
Ohio,Norwalk,16898
Ohio,Mount Vernon,16788
Ohio,Defiance,16776
Ohio,Fairview Park,16481
Ohio,Fremont,16448
Ohio,Streetsboro,16238
Ohio,Middleburg Heights,15751
Ohio,Aurora,15734
Ohio,Bay Village,15435
Ohio,Pataskala,15192
Ohio,Vandalia,15139
Ohio,Bridgetown,14407
Ohio,Worthington,14384
Ohio,New Franklin,14292
Ohio,Washington Court House,14085
Ohio,Maumee,14036
Ohio,Willowick,14009
Ohio,Marietta,13954
Ohio,Lyndhurst,13733
Ohio,Sharonville,13581
Ohio,Bexley,13517
Ohio,Brecksville,13469
Ohio,Englewood,13457
Ohio,Circleville,13455
Ohio,Washington,13446
Ohio,Warrensville Heights,13286
Ohio,Monroe,13279
Ohio,University Heights,13203
Ohio,Fostoria,13182
Ohio,Clayton,13170
Ohio,Bellefontaine,13167
Ohio,Greenville,13037
Ohio,West Carrollton,13018
Ohio,Dover,12857
Ohio,Conneaut,12813
Ohio,Bedford,12805
Ohio,Finneytown,12741
Ohio,Bridgetown North,12741
Ohio,West Carrollton City,12692
Ohio,Wickliffe,12584
Ohio,Powell,12511
Ohio,Loveland,12405
Ohio,Wilmington,12375
Ohio,Trenton,12260
Ohio,Blue Ash,12149
Ohio,Amherst,12143
Ohio,Salem,12087
Ohio,Norton,12042
Ohio,Bucyrus,11973
Ohio,Monfort Heights,11948
Ohio,Franklin,11811
Ohio,Beachwood,11797
Ohio,Seven Hills,11702
Ohio,Ravenna,11643
Ohio,Mack,11585
Ohio,Macedonia,11579
Ohio,Urbana,11524
Ohio,Springdale,11212
Ohio,Coshocton,11107
Ohio,Ironton,10995
Ohio,East Liverpool,10951
Ohio,Brooklyn,10947
Ohio,Shiloh,10859
Ohio,Van Wert,10768
Ohio,Bedford Heights,10675
Ohio,Northbrook,10668
Ohio,Forestville,10532
Ohio,Dent,10497
Ohio,Richmond Heights,10495
Ohio,Cambridge,10485
Ohio,Harrison,10479
Ohio,Vermilion,10478
Ohio,Heath,10456
Ohio,Struthers,10441
Ohio,Montgomery,10440
Ohio,Celina,10373
Ohio,Reading,10354
Ohio,Galion,10175
Ohio,London,10056
Ohio,Tipp City,9858
Ohio,Wapakoneta,9818
Ohio,Girard,9673
Ohio,Willoughby Hills,9405
Ohio,North College Hill,9362
Ohio,New Albany,9202
Ohio,Beckett Ridge,9187
Ohio,Louisville,9147
Ohio,Shelby,9088
Ohio,Oakwood,9083
Ohio,Sheffield Lake,9058
Ohio,Lincoln Village,9032
Ohio,Madeira,8936
Ohio,Olmsted Falls,8883
Ohio,Blacklick Estates,8682
Ohio,Napoleon,8646
Ohio,North Madison,8547
Ohio,Bryan,8473
Ohio,Orrville,8456
Ohio,Perry Heights,8441
Ohio,Wyoming,8427
Ohio,Highland Heights,8366
Ohio,Cheviot,8325
Ohio,Eaton,8261
Ohio,St. Marys,8259
Ohio,Oberlin,8251
Ohio,Kenton,8242
Ohio,Bellevue,8059
Ohio,Campbell,8033
Ohio,Canal Winchester,7704
Ohio,Hubbard,7695
Ohio,Woodbourne-Hyde Park,7620
Ohio,Northridge,7572
Ohio,Fairlawn,7426
Ohio,Mentor-on-the-Lake,7412
Ohio,Canfield,7390
Ohio,Northgate,7377
Ohio,Wauseon,7322
Ohio,Dry Run,7281
Ohio,Grandview Heights,7244
Ohio,Logan,7154
Ohio,Independence,7136
Ohio,Huron,7045
Ohio,Delphos,7036
Ohio,Bellbrook,7031
Ohio,Withamsville,7021
Ohio,Kenwood,6981
Ohio,Portage Lakes,6968
Ohio,Cortland,6963
Ohio,Milford,6892
Ohio,Kirtland,6819
Ohio,Martins Ferry,6814
Ohio,Groesbeck,6788
Ohio,Landen,6782
Ohio,Upper Sandusky,6561
Ohio,Rittman,6554
Ohio,Hillsboro,6550
Ohio,Rossford,6499
Ohio,Champion Heights,6498
Ohio,Covedale,6447
Ohio,Wheelersburg,6437
Ohio,Belpre,6436
Ohio,Sandusky South,6413
Ohio,Union,6391
Ohio,Moraine,6365
Ohio,Howland Center,6351
Ohio,Columbiana,6329
Ohio,Clyde,6312
Ohio,Jackson,6284
Ohio,Pepper Pike,6205
Ohio,Ontario,6127
Ohio,Willard,6094
Ohio,Geneva,6079
Ohio,Grafton,6077
Ohio,Mount Healthy,6061
Ohio,Port Clinton,6009
Oklahoma,Oklahoma City,620602
Oklahoma,Tulsa,399682
Oklahoma,Norman,118040
Oklahoma,Broken Arrow,104726
Oklahoma,North Cleveland,102211
Oklahoma,Lawton,97017
Oklahoma,Edmond,88605
Oklahoma,East Canadian,72697
Oklahoma,Moore,59196
Oklahoma,Midwest City,57039
Oklahoma,Enid,51386
Oklahoma,Stillwater,48406
Oklahoma,Muskogee,38616
Oklahoma,Bartlesville,36498
Oklahoma,Owasso,33773
Oklahoma,Shawnee,31254
Oklahoma,Yukon,25349
Oklahoma,Ardmore,25226
Oklahoma,Ponca City,24766
Oklahoma,Bixby,24008
Oklahoma,East Cleveland,23792
Oklahoma,Duncan,23173
Oklahoma,Del City,22008
Oklahoma,Southeast Osage,20850
Oklahoma,Sapulpa,20432
Oklahoma,Jenks,19951
Oklahoma,Mustang,19638
Oklahoma,Bethany,19580
Oklahoma,Sand Springs,19553
Oklahoma,Altus,19531
Oklahoma,Claremore,18971
Oklahoma,McAlester,18247
Oklahoma,El Reno,18153
Oklahoma,South Tulsa,17377
Oklahoma,Ada,17130
Oklahoma,Durant,17041
Oklahoma,Tahlequah,16496
Oklahoma,Chickasha,16334
Oklahoma,Southeast Comanche,14220
Oklahoma,Miami,13671
Oklahoma,Woodward,12963
Oklahoma,Elk City,12680
Oklahoma,Okmulgee,12227
Oklahoma,Guymon,12128
Oklahoma,Sill,12014
Oklahoma,Choctaw,11992
Oklahoma,Weatherford,11989
Oklahoma,Glenpool,11855
Oklahoma,Keystone Lake,11275
Oklahoma,Guthrie,11096
Oklahoma,North Tulsa,10669
Oklahoma,Warr Acres,10408
Oklahoma,Coweta,9511
Oklahoma,Clinton,9505
Oklahoma,Pryor Creek,9445
Oklahoma,The Village,9324
Oklahoma,Newcastle,9155
Oklahoma,Southwest Comanche,8691
Oklahoma,Poteau,8665
Oklahoma,Sallisaw,8650
Oklahoma,Wagoner,8612
Oklahoma,Central Atoka,8598
Oklahoma,North Marshall,8211
Oklahoma,East Mayes,8107
Oklahoma,Blanchard,8049
Oklahoma,Cushing,7868
Oklahoma,Skiatook,7788
Oklahoma,East Murray,7638
Oklahoma,Seminole,7486
Oklahoma,East Love,7157
Oklahoma,Catoosa,7114
Oklahoma,Idabel,7010
Oklahoma,Blackwell,6917
Oklahoma,Piedmont,6734
Oklahoma,Anadarko,6723
Oklahoma,Grove,6717
Oklahoma,South Marshall,6698
Oklahoma,Tecumseh,6631
Oklahoma,Noble,6583
Oklahoma,Tuttle,6542
Oklahoma,Purcell,6340
Oklahoma,Collinsville,6334
Oklahoma,Oolagah-Talala,6079
Oklahoma,Pauls Valley,6070
Oklahoma,South Cherokee,6023
Oregon,Portland,619360
Oregon,Northwest Clackamas,248034
Oregon,Salem,161637
Oregon,Eugene,160561
Oregon,Gresham,109892
Oregon,Hillsboro,99393
Oregon,Beaverton,95109
Oregon,Bend,84080
Oregon,Medford,78557
Oregon,Somerset West-Rock Creek,62062
Oregon,Springfield,60263
Oregon,Corvallis,54953
Oregon,Albany,51980
Oregon,Tigard,50787
Oregon,Aloha,49425
Oregon,Lake Oswego,37999
Oregon,Keizer,37303
Oregon,Grants Pass,35272
Oregon,Oregon City,35266
Oregon,McMinnville,33393
Oregon,Northwest Umatilla,31857
Oregon,Sisters-Millican,30810
Oregon,Redmond,27941
Oregon,Tualatin,26907
Oregon,West Linn,26289
Oregon,Woodburn,24734
Oregon,Forest Grove,23096
Oregon,Newberg,22692
Oregon,Wilsonville,22026
